,Donor,Timepoint,clone_id,DonorDay,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,n_counts,n_genes,is_clone0
P20407_YFV2003_D15_p2_N22,YFV2003,15,D19,YFV2003_D15,2431,7.796469243086058,13784.307,9.531359,148.01242,5.0040298,1.0737749,13784.307,2431,0
P20407_YFV2003_D15_p2_G22,YFV2003,15,D191,YFV2003_D15,4550,8.423102268016642,21758.69,9.987815,137.99867,4.9344645,0.6342233,21758.69,4550,0
P20407_YFV2003_D15_p2_A22,YFV2003,15,D727,YFV2003_D15,2596,7.862112211662748,14247.11,9.56438,131.07497,4.88337,0.9200109,14247.11,2596,0
P20407_YFV2003_D15_p2_E22,YFV2003,15,D1254,YFV2003_D15,5802,8.666130304190608,25037.68,10.128177,132.45815,4.893788,0.5290352,25037.68,5802,0
P20407_YFV2003_D15_p2_M22,YFV2003,15,D244,YFV2003_D15,2752,7.920446505142607,14969.414,9.6138315,116.040985,4.762524,0.77518725,14969.414,2752,0
P20407_YFV2003_D15_p2_I22,YFV2003,15,D182,YFV2003_D15,5085,8.534246945982066,22777.305,10.033564,126.380264,4.847177,0.5548517,22777.305,5085,0
P20407_YFV2003_D15_p2_H22,YFV2003,15,D246,YFV2003_D15,4912,8.499640032168648,22649.12,10.027921,141.93208,4.9623694,0.6266561,22649.12,4912,0
P20407_YFV2003_D15_p2_C22,YFV2003,15,D144,YFV2003_D15,2593,7.860956364876389,14255.504,9.564968,125.31116,4.8387485,0.879037,14255.504,2593,0
P20407_YFV2003_D15_p2_J22,YFV2003,15,D225,YFV2003_D15,5545,8.620832226175724,24822.908,10.119562,133.67107,4.9028354,0.5384988,24822.908,5545,0
P20407_YFV2003_D15_p2_F22,YFV2003,15,D316,YFV2003_D15,4282,8.36240897761537,20748.98,9.940301,141.44247,4.958938,0.68168396,20748.98,4282,0
P20407_YFV2003_D15_p2_B22,YFV2003,15,D433,YFV2003_D15,3838,8.252967195000798,19061.717,9.85549,130.79092,4.8812165,0.68614453,19061.717,3838,0
P20407_YFV2003_D15_p2_O22,YFV2003,15,D1275,YFV2003_D15,4935,8.504310565585223,22853.785,10.036916,128.89665,4.8667393,0.5640057,22853.785,4935,0
P20407_YFV2003_D15_p2_D22,YFV2003,15,D0,YFV2003_D15,2987,8.002359546252707,16343.036,9.701618,146.10902,4.9911737,0.894014,16343.036,2987,1
P20407_YFV2003_D15_p2_L22,YFV2003,15,D1125,YFV2003_D15,5233,8.562931083090092,23432.445,10.061919,139.8799,4.947908,0.59694964,23432.445,5233,0
P20407_YFV2003_D15_p1_K19,YFV2003,15,D260,YFV2003_D15,3309,8.104703468371108,17327.57,9.760112,123.73219,4.826169,0.714077,17327.57,3309,0
P20407_YFV2003_D15_p1_F19,YFV2003,15,D721,YFV2003_D15,2822,7.945555428253489,15484.409,9.647654,131.4481,4.886191,0.8489062,15484.409,2822,0
P20407_YFV2003_D15_p1_N19,YFV2003,15,D1503,YFV2003_D15,2960,7.993282328101591,15428.421,9.644032,118.30062,4.7816467,0.7667708,15428.421,2960,0
P20407_YFV2003_D15_p1_C19,YFV2003,15,D575,YFV2003_D15,2738,7.915348169263078,14904.992,9.609519,110.62209,4.715119,0.7421815,14904.992,2738,0
P20407_YFV2003_D15_p1_O19,YFV2003,15,D66,YFV2003_D15,3009,8.009695357742922,16040.421,9.682929,125.38391,4.839324,0.7816747,16040.421,3009,0
P20407_YFV2003_D15_p1_M19,YFV2003,15,D1174,YFV2003_D15,4949,8.507142855562735,23147.393,10.049681,127.818344,4.858403,0.5521933,23147.393,4949,0
P20407_YFV2003_D15_p1_E19,YFV2003,15,D1795,YFV2003_D15,2192,7.693025748417888,12470.61,9.4312105,115.257286,4.7558055,0.9242313,12470.61,2192,0
P20407_YFV2003_D15_p1_H19,YFV2003,15,D779,YFV2003_D15,2455,7.806289289267033,13975.0625,9.545101,137.86304,4.933488,0.9864932,13975.0625,2455,0
P20407_YFV2003_D15_p1_I19,YFV2003,15,D212,YFV2003_D15,4365,8.38160253710989,21318.408,9.967373,118.88926,4.7865686,0.5576835,21318.408,4365,0
P20407_YFV2003_D15_p1_J19,YFV2003,15,D1797,YFV2003_D15,2647,7.881559917056899,14404.725,9.575381,121.77818,4.8103795,0.84540445,14404.725,2647,0
P20407_YFV2003_D15_p1_P19,YFV2003,15,D205,YFV2003_D15,5970,8.694669696546992,25945.049,10.1637745,136.1565,4.9211226,0.52478796,25945.049,5970,0
P20407_YFV2003_D15_p1_L19,YFV2003,15,D750,YFV2003_D15,3110,8.042699496897637,16577.463,9.715859,119.60747,4.792541,0.7215065,16577.463,3110,0
P20407_YFV2003_D15_p1_B19,YFV2003,15,D817,YFV2003_D15,4642,8.443115988019922,22126.957,10.004597,126.06751,4.8447185,0.56974626,22126.957,4642,0
P20407_YFV2003_D15_p1_G19,YFV2003,15,D1199,YFV2003_D15,4028,8.301273485191347,19878.354,9.897437,141.3935,4.9585943,0.7112938,19878.354,4028,0
P20407_YFV2003_D15_p1_A1,YFV2003,15,D1593,YFV2003_D15,3561,8.178077463849608,18220.15,9.810338,129.84998,4.8740516,0.71267235,18220.15,3561,0
P20407_YFV2003_D15_p1_K1,YFV2003,15,D700,YFV2003_D15,3546,8.173857454773621,18464.812,9.823676,118.903015,4.786683,0.6439438,18464.812,3546,0
P20407_YFV2003_D15_p1_F1,YFV2003,15,D1847,YFV2003_D15,2395,7.78155595923534,13114.034,9.481515,132.49863,4.894091,1.0103575,13114.034,2395,0
P20407_YFV2003_D15_p1_N1,YFV2003,15,D875,YFV2003_D15,6256,8.741456115998364,26932.121,10.201112,134.89577,4.911888,0.50087315,26932.121,6256,0
P20407_YFV2003_D15_p1_C1,YFV2003,15,D1814,YFV2003_D15,1797,7.494430215031565,10589.38,9.267701,114.69982,4.750999,1.083159,10589.38,1797,0
P20407_YFV2003_D15_p1_O1,YFV2003,15,D894,YFV2003_D15,3612,8.19229373114764,17977.098,9.796909,124.08591,4.829001,0.6902444,17977.098,3612,0
P20407_YFV2003_D15_p1_E1,YFV2003,15,D1309,YFV2003_D15,1516,7.324489979348532,9225.83,9.12987,138.15445,4.9355845,1.4974746,9225.83,1516,0
P20407_YFV2003_D15_p1_H1,YFV2003,15,D1531,YFV2003_D15,3279,8.09559870137819,17080.467,9.745749,134.84552,4.9115186,0.7894721,17080.467,3279,0
P20407_YFV2003_D15_p1_I1,YFV2003,15,D245,YFV2003_D15,5323,8.579980179515003,24087.697,10.089498,126.33328,4.846808,0.52447224,24087.697,5323,0
P20407_YFV2003_D15_p1_P1,YFV2003,15,D1779,YFV2003_D15,2656,7.884952945759814,13690.935,9.524562,118.8447,4.7861967,0.86805403,13690.935,2656,0
P20407_YFV2003_D15_p1_D1,YFV2003,15,D1823,YFV2003_D15,3123,8.046869510959576,16376.665,9.703673,130.07542,4.875773,0.79427296,16376.665,3123,0
P20407_YFV2003_D15_p1_L1,YFV2003,15,D539,YFV2003_D15,6291,8.747034264178168,26877.975,10.1991,136.00868,4.9200444,0.5060228,26877.975,6291,0
P20407_YFV2003_D15_p1_B1,YFV2003,15,D1524,YFV2003_D15,4341,8.376090350438238,20961.861,9.950508,128.67975,4.865068,0.61387557,20961.861,4341,0
P20407_YFV2003_D15_p1_G1,YFV2003,15,D94,YFV2003_D15,2608,7.866722285136729,14331.676,9.570297,117.49411,4.7748632,0.8198212,14331.676,2608,0
P20407_YFV2003_D15_p7_M19,YFV2003,15,D1356,YFV2003_D15,4033,8.302513718514158,19883.992,9.89772,118.811356,4.785918,0.5975226,19883.992,4033,0
P20407_YFV2003_D15_p7_K19,YFV2003,15,D602,YFV2003_D15,3190,8.068089626278244,16686.156,9.722395,128.27335,4.861929,0.76874113,16686.156,3190,0
P20407_YFV2003_D15_p5_M19,YFV2003,15,D671,YFV2003_D15,2747,7.91862865334224,14879.39,9.6078,135.7748,4.918336,0.9125024,14879.39,2747,0
P20407_YFV2003_D15_p5_P19,YFV2003,15,D0,YFV2003_D15,2030,7.616283561580385,12010.105,9.393587,140.471,4.9520946,1.1696067,12010.105,2030,1
P20407_YFV2003_D15_p5_G19,YFV2003,15,D19,YFV2003_D15,3223,8.07837810362652,17178.973,9.751499,141.76057,4.961169,0.8251982,17178.973,3223,0
P20407_YFV2003_D15_p5_B19,YFV2003,15,D153,YFV2003_D15,2637,7.87777633327726,14649.731,9.592245,122.85377,4.819102,0.83860767,14649.731,2637,0
P20407_YFV2003_D15_p7_A19,YFV2003,15,D255,YFV2003_D15,2743,7.917171988845776,15248.258,9.632286,163.40643,5.1023417,1.07164,15248.258,2743,0
P20407_YFV2003_D15_p5_E19,YFV2003,15,D139,YFV2003_D15,4059,8.308938252595778,19526.244,9.879566,129.74368,4.8732386,0.664458,19526.244,4059,0
P20407_YFV2003_D15_p5_I19,YFV2003,15,D1342,YFV2003_D15,6437,8.769973211858753,27332.658,10.215874,147.4209,5.000052,0.5393581,27332.658,6437,0
P20407_YFV2003_D15_p7_E19,YFV2003,15,D392,YFV2003_D15,2796,7.936302693201959,15221.729,9.630545,128.78008,4.8658414,0.846028,15221.729,2796,0
P20407_YFV2003_D15_p7_H19,YFV2003,15,D1013,YFV2003_D15,3276,8.094683648698815,17137.994,9.749111,148.85423,5.009663,0.8685627,17137.994,3276,0
P20407_YFV2003_D15_p7_N19,YFV2003,15,D237,YFV2003_D15,3595,8.18757739559151,18161.648,9.807122,138.43492,4.9375978,0.76223767,18161.648,3595,0
P20407_YFV2003_D15_p5_C19,YFV2003,15,D108,YFV2003_D15,2663,7.88758403166028,15005.6045,9.616245,152.3704,5.032856,1.0154233,15005.6045,2663,0
P20407_YFV2003_D15_p7_D19,YFV2003,15,D1682,YFV2003_D15,2438,7.79934339821592,13600.125,9.517908,118.0053,4.779168,0.86767805,13600.125,2438,0
P20407_YFV2003_D15_p5_H19,YFV2003,15,D998,YFV2003_D15,2845,7.953669778649798,15447.751,9.645284,145.79408,4.989031,0.9437884,15447.751,2845,0
P20407_YFV2003_D15_p7_B19,YFV2003,15,D1042,YFV2003_D15,3217,8.076515327552329,16944.559,9.7377615,122.566536,4.8167796,0.72333866,16944.559,3217,0
P20407_YFV2003_D15_p5_O19,YFV2003,15,D615,YFV2003_D15,3473,8.153061946801051,17817.352,9.787984,151.49275,5.0271173,0.850254,17817.352,3473,0
P20407_YFV2003_D15_p7_C19,YFV2003,15,D1271,YFV2003_D15,5720,8.651898894268529,25409.314,10.14291,145.33192,4.9858775,0.5719632,25409.314,5720,0
P20407_YFV2003_D15_p7_F19,YFV2003,15,D19,YFV2003_D15,3271,8.093156697722637,17186.58,9.751943,121.27692,4.8062882,0.7056489,17186.58,3271,0
P20407_YFV2003_D15_p5_A19,YFV2003,15,D410,YFV2003_D15,3485,8.156510226079966,17944.54,9.795096,120.702126,4.8015766,0.67263985,17944.54,3485,0
P20407_YFV2003_D15_p7_O19,YFV2003,15,D421,YFV2003_D15,2922,7.980365765111246,15699.301,9.661435,117.406654,4.774125,0.74784636,15699.301,2922,0
P20407_YFV2003_D15_p5_J19,YFV2003,15,D1651,YFV2003_D15,2450,7.804251383528112,13103.013,9.480674,139.81297,4.9474325,1.0670292,13103.013,2450,0
P20407_YFV2003_D15_p5_N19,YFV2003,15,D1778,YFV2003_D15,3760,8.232440158470336,18844.316,9.84402,139.17165,4.9428678,0.7385338,18844.316,3760,0
P20407_YFV2003_D15_p7_L19,YFV2003,15,D94,YFV2003_D15,5677,8.644354337032917,25139.232,10.132225,136.5252,4.923807,0.5430763,25139.232,5677,0
P20407_YFV2003_D15_p7_G19,YFV2003,15,D204,YFV2003_D15,5932,8.688285266258644,25901.957,10.162112,136.0284,4.920188,0.52516645,25901.957,5932,0
P20407_YFV2003_D15_p5_K19,YFV2003,15,D0,YFV2003_D15,2035,7.618742377670413,12023.578,9.394708,118.98666,4.7873807,0.9896111,12023.578,2035,1
P20407_YFV2003_D15_p5_L19,YFV2003,15,D1026,YFV2003_D15,2968,7.99598047476376,15907.595,9.674615,137.14966,4.9283376,0.8621646,15907.595,2968,0
P20407_YFV2003_D15_p5_D19,YFV2003,15,D0,YFV2003_D15,2171,7.683403681053826,12641.989,9.444859,165.24864,5.1134844,1.3071412,12641.989,2171,1
P20407_YFV2003_D15_p7_I19,YFV2003,15,D24,YFV2003_D15,4632,8.440959885416648,21742.36,9.987063,122.16639,4.813536,0.56188196,21742.36,4632,0
P20407_YFV2003_D15_p7_J19,YFV2003,15,D1720,YFV2003_D15,2983,8.001019961323651,15871.303,9.672331,123.717735,4.826053,0.77950585,15871.303,2983,0
P20407_YFV2003_D15_p5_F19,YFV2003,15,D50,YFV2003_D15,4419,8.393894975071744,21061.389,9.955244,144.91351,4.983014,0.68805295,21061.389,4419,0
P20407_YFV2003_D15_p2_N10,YFV2003,15,D565,YFV2003_D15,3089,8.035926369891792,16334.659,9.701106,129.16014,4.8687654,0.7907121,16334.659,3089,0
P20407_YFV2003_D15_p2_G10,YFV2003,15,D212,YFV2003_D15,4331,8.37378460812088,20472.342,9.926879,122.57699,4.8168645,0.59874433,20472.342,4331,0
P20407_YFV2003_D15_p2_A10,YFV2003,15,D140,YFV2003_D15,3231,8.080856419640986,16965.91,9.73902,133.71841,4.903187,0.7881594,16965.91,3231,0
P20407_YFV2003_D15_p2_K10,YFV2003,15,D0,YFV2003_D15,1657,7.4133673356952405,10295.276,9.239537,135.71388,4.91789,1.318215,10295.276,1657,1
P20407_YFV2003_D15_p2_E10,YFV2003,15,D271,YFV2003_D15,2630,7.875119281040293,14250.076,9.564588,135.51186,4.9164114,0.95095533,14250.076,2630,0
P20407_YFV2003_D15_p2_I10,YFV2003,15,D1105,YFV2003_D15,4233,8.350902451694811,20746.19,9.940166,135.86974,4.9190297,0.6549142,20746.19,4233,0
P20407_YFV2003_D15_p2_H10,YFV2003,15,D31,YFV2003_D15,2806,7.939871576361883,15020.808,9.617258,126.029526,4.8444195,0.839033,15020.808,2806,0
P20407_YFV2003_D15_p2_P10,YFV2003,15,D972,YFV2003_D15,2583,7.857093864902493,14508.742,9.582576,131.69658,4.8880653,0.90770495,14508.742,2583,0
P20407_YFV2003_D15_p2_C10,YFV2003,15,D371,YFV2003_D15,2746,7.918264686095274,14891.837,9.608636,122.36683,4.815162,0.82170403,14891.837,2746,0
P20407_YFV2003_D15_p2_J10,YFV2003,15,D500,YFV2003_D15,3276,8.094683648698815,16859.955,9.732756,128.45721,4.8633504,0.7619072,16859.955,3276,0
P20407_YFV2003_D15_p2_F10,YFV2003,15,D902,YFV2003_D15,3237,8.08271113423758,16516.969,9.712204,126.73747,4.849977,0.76731676,16516.969,3237,0
P20407_YFV2003_D15_p2_B10,YFV2003,15,D664,YFV2003_D15,6524,8.783396232190894,27160.1,10.209541,130.34459,4.8778243,0.47991207,27160.1,6524,0
P20407_YFV2003_D15_p2_O10,YFV2003,15,D248,YFV2003_D15,4896,8.496378051702317,22417.08,10.017623,132.88753,4.8970003,0.5927959,22417.08,4896,0
P20407_YFV2003_D15_p2_D10,YFV2003,15,D418,YFV2003_D15,2960,7.993282328101591,15812.745,9.668634,117.91737,4.778429,0.74571097,15812.745,2960,0
P20407_YFV2003_D15_p2_L10,YFV2003,15,D0,YFV2003_D15,1473,7.295735072749282,9220.48,9.129291,127.44841,4.8555274,1.3822318,9220.48,1473,1
P20407_YFV2003_D15_p2_N13,YFV2003,15,D106,YFV2003_D15,4696,8.454679286026995,22129.291,10.004703,128.20636,4.8614106,0.5793514,22129.291,4696,0
P20407_YFV2003_D15_p2_G13,YFV2003,15,D237,YFV2003_D15,2986,8.00202481821611,15813.415,9.668677,137.6134,4.931689,0.870232,15813.415,2986,0
P20407_YFV2003_D15_p2_A13,YFV2003,15,D26,YFV2003_D15,4723,8.460411177317253,21981.322,9.997993,139.88287,4.947929,0.6363715,21981.322,4723,0
P20407_YFV2003_D15_p2_K13,YFV2003,15,D1135,YFV2003_D15,5602,8.631057447565285,24475.357,10.105463,139.21622,4.943186,0.5688016,24475.357,5602,0
P20407_YFV2003_D15_p2_E13,YFV2003,15,D106,YFV2003_D15,5099,8.536995818712418,23089.066,10.047158,138.03825,4.934749,0.59785116,23089.066,5099,0
P20407_YFV2003_D15_p2_M13,YFV2003,15,D184,YFV2003_D15,2924,7.981049759665957,15716.712,9.662543,122.76997,4.8184247,0.78114283,15716.712,2924,0
P20407_YFV2003_D15_p2_I13,YFV2003,15,D132,YFV2003_D15,3157,8.057694194815587,16611.928,9.7179365,119.25428,4.7896085,0.71788347,16611.928,3157,0
P20407_YFV2003_D15_p2_H13,YFV2003,15,D106,YFV2003_D15,3813,8.246433786160365,19063.732,9.855596,145.7035,4.988414,0.7642968,19063.732,3813,0
P20407_YFV2003_D15_p2_P13,YFV2003,15,D184,YFV2003_D15,3149,8.055157731819678,16419.88,9.706309,126.74237,4.8500156,0.7718836,16419.88,3149,0
P20407_YFV2003_D15_p2_J13,YFV2003,15,D670,YFV2003_D15,3290,8.098946748943339,16843.271,9.731766,133.06036,4.89829,0.7899912,16843.271,3290,0
P20407_YFV2003_D15_p2_O13,YFV2003,15,D538,YFV2003_D15,6507,8.780787468338929,26887.578,10.199457,127.92426,4.8592253,0.47577456,26887.578,6507,0
P20407_YFV2003_D15_p2_D13,YFV2003,15,D396,YFV2003_D15,6356,8.757311846936409,26526.244,10.185927,134.0445,4.9056044,0.5053279,26526.244,6356,0
P20407_YFV2003_D15_p2_L13,YFV2003,15,D1569,YFV2003_D15,3493,8.158802490694002,17877.654,9.791363,133.61728,4.902436,0.74739826,17877.654,3493,0
P20407_YFV2003_D15_p7_M11,YFV2003,15,D1457,YFV2003_D15,3454,8.14757773620177,17605.973,9.776051,119.060844,4.7879987,0.6762526,17605.973,3454,0
P20407_YFV2003_D15_p7_K11,YFV2003,15,D465,YFV2003_D15,4960,8.509362612301048,22685.248,10.029514,139.14195,4.942656,0.61335874,22685.248,4960,0
P20407_YFV2003_D15_p5_M11,YFV2003,15,D1320,YFV2003_D15,3807,8.244859395911256,19063.47,9.855581,155.97366,5.056078,0.81818086,19063.47,3807,0
P20407_YFV2003_D15_p5_P11,YFV2003,15,D500,YFV2003_D15,4829,8.482601746646619,22480.277,10.020438,133.95264,4.904924,0.59586734,22480.277,4829,0
P20407_YFV2003_D15_p5_G11,YFV2003,15,D815,YFV2003_D15,2613,7.868636894184167,14314.469,9.569096,133.65543,4.902719,0.9337086,14314.469,2613,0
P20407_YFV2003_D15_p5_B11,YFV2003,15,D1074,YFV2003_D15,3264,8.09101504171053,16809.135,9.729737,140.12962,4.949679,0.8336516,16809.135,3264,0
P20407_YFV2003_D15_p7_P11,YFV2003,15,D753,YFV2003_D15,3057,8.025516386489008,15819.914,9.669088,119.31288,4.790096,0.75419426,15819.914,3057,0
P20407_YFV2003_D15_p7_A11,YFV2003,15,D503,YFV2003_D15,3823,8.249052274171293,18977.162,9.851045,139.10475,4.9423904,0.73301136,18977.162,3823,0
P20407_YFV2003_D15_p5_E11,YFV2003,15,D0,YFV2003_D15,1872,7.5352967024440884,11275.016,9.330433,165.45496,5.1147246,1.4674478,11275.016,1872,1
P20407_YFV2003_D15_p5_I11,YFV2003,15,D1442,YFV2003_D15,4198,8.342601680684194,20349.879,9.920879,149.52379,5.014121,0.734765,20349.879,4198,0
P20407_YFV2003_D15_p7_E11,YFV2003,15,D527,YFV2003_D15,4145,8.329899292995725,20189.592,9.912972,120.472755,4.79969,0.5967072,20189.592,4145,0
P20407_YFV2003_D15_p7_H11,YFV2003,15,D367,YFV2003_D15,2181,7.687997166393016,12232.34,9.411921,125.58552,4.840918,1.0266681,12232.34,2181,0
P20407_YFV2003_D15_p7_N11,YFV2003,15,D650,YFV2003_D15,2695,7.899524472032198,14656.012,9.592674,114.026566,4.745163,0.7780191,14656.012,2695,0
P20407_YFV2003_D15_p5_C11,YFV2003,15,D1463,YFV2003_D15,3003,8.007700012884026,15987.061,9.679598,141.13164,4.9567537,0.8827867,15987.061,3003,0
P20407_YFV2003_D15_p7_D11,YFV2003,15,D379,YFV2003_D15,5153,8.54752839121231,23266.756,10.054824,138.93799,4.9411993,0.5971524,23266.756,5153,0
P20407_YFV2003_D15_p5_H11,YFV2003,15,D220,YFV2003_D15,4334,8.374476889214643,20447.223,9.925652,141.8732,4.9619575,0.69385076,20447.223,4334,0
P20407_YFV2003_D15_p7_B11,YFV2003,15,D364,YFV2003_D15,2510,7.828436359157585,14035.573,9.549421,127.22328,4.853773,0.90643454,14035.573,2510,0
P20407_YFV2003_D15_p5_O11,YFV2003,15,D480,YFV2003_D15,4484,8.408493774492896,21552.508,9.978293,142.49008,4.9662657,0.66112995,21552.508,4484,0
P20407_YFV2003_D15_p7_C11,YFV2003,15,D0,YFV2003_D15,1994,7.598399329323964,11822.01,9.377803,129.9664,4.874941,1.0993596,11822.01,1994,1
P20407_YFV2003_D15_p7_F11,YFV2003,15,D122,YFV2003_D15,2697,7.900266036767701,14811.137,9.603202,106.12978,4.674041,0.7165539,14811.137,2697,0
P20407_YFV2003_D15_p5_A11,YFV2003,15,D362,YFV2003_D15,1823,7.508787170634276,10699.494,9.278046,117.96278,4.7788105,1.1025081,10699.494,1823,0
P20407_YFV2003_D15_p7_O11,YFV2003,15,D568,YFV2003_D15,4103,8.319717386850606,19924.693,9.899765,130.30464,4.87752,0.6539857,19924.693,4103,0
P20407_YFV2003_D15_p5_J11,YFV2003,15,D1727,YFV2003_D15,1805,7.498869733976931,10922.87,9.298706,160.6697,5.0855556,1.4709475,10922.87,1805,0
P20407_YFV2003_D15_p5_N11,YFV2003,15,D435,YFV2003_D15,3839,8.253227645581772,19135.559,9.859356,142.551,4.9666905,0.74495345,19135.559,3839,0
P20407_YFV2003_D15_p7_L11,YFV2003,15,D106,YFV2003_D15,3588,8.185628891147607,18201.121,9.809294,119.86335,4.7946606,0.65854925,18201.121,3588,0
P20407_YFV2003_D15_p7_G11,YFV2003,15,D183,YFV2003_D15,5544,8.620651899784468,24870.451,10.121476,119.31949,4.7901506,0.47976407,24870.451,5544,0
P20407_YFV2003_D15_p5_K11,YFV2003,15,D0,YFV2003_D15,1698,7.4377951216719325,10446.319,9.254101,173.74072,5.1633034,1.6631765,10446.319,1698,1
P20407_YFV2003_D15_p5_L11,YFV2003,15,D929,YFV2003_D15,2176,7.685703061234547,12484.87,9.432353,117.80609,4.7774925,0.9435909,12484.87,2176,0
P20407_YFV2003_D15_p5_D11,YFV2003,15,D1077,YFV2003_D15,2991,8.003697339094368,16014.003,9.681281,132.00029,4.8903513,0.82428044,16014.003,2991,0
P20407_YFV2003_D15_p7_J11,YFV2003,15,D215,YFV2003_D15,5726,8.652947112393857,25700.975,10.154323,130.66779,4.880282,0.5084157,25700.975,5726,0
P20407_YFV2003_D15_p5_F11,YFV2003,15,D1831,YFV2003_D15,2248,7.718240951959316,12687.811,9.448476,122.43946,4.815751,0.9650164,12687.811,2248,0
P20407_YFV2003_D15_p1_N15,YFV2003,15,D0,YFV2003_D15,3021,8.013674142832684,16433.27,9.707124,132.01347,4.8904505,0.80333054,16433.27,3021,1
P20407_YFV2003_D15_p1_C15,YFV2003,15,D148,YFV2003_D15,2305,7.743269700829004,12641.165,9.444793,123.59066,4.8250337,0.9776841,12641.165,2305,0
P20407_YFV2003_D15_p1_O15,YFV2003,15,D1278,YFV2003_D15,3003,8.007700012884026,16012.525,9.681189,120.19913,4.797435,0.7506569,16012.525,3003,0
P20407_YFV2003_D15_p1_E15,YFV2003,15,D1107,YFV2003_D15,4531,8.418918622147897,21899.955,9.994286,118.93036,4.786911,0.5430621,21899.955,4531,0
P20407_YFV2003_D15_p1_H15,YFV2003,15,D1532,YFV2003_D15,5736,8.654691704601872,25273.178,10.137539,131.488,4.8864923,0.520267,25273.178,5736,0
P20407_YFV2003_D15_p1_I15,YFV2003,15,D178,YFV2003_D15,2309,7.745002803515839,12639.658,9.444674,115.60692,4.7588086,0.91463643,12639.658,2309,0
P20407_YFV2003_D15_p1_J15,YFV2003,15,D706,YFV2003_D15,4446,8.399984990510696,21514.883,9.976546,133.77151,4.9035807,0.6217627,21514.883,4446,0
P20407_YFV2003_D15_p1_P15,YFV2003,15,D1674,YFV2003_D15,3348,8.116417072794205,17486.275,9.769229,124.09643,4.829085,0.709679,17486.275,3348,0
P20407_YFV2003_D15_p1_D15,YFV2003,15,D488,YFV2003_D15,2959,7.992944547318106,16149.435,9.689702,132.93047,4.8973207,0.8231277,16149.435,2959,0
P20407_YFV2003_D15_p1_L15,YFV2003,15,D82,YFV2003_D15,5072,8.53168763756669,23393.984,10.060277,131.35066,4.885455,0.56147194,23393.984,5072,0
P20407_YFV2003_D15_p1_B15,YFV2003,15,D1554,YFV2003_D15,3749,8.229511118964457,19138.893,9.85953,122.40495,4.815471,0.63956136,19138.893,3749,0
P20407_YFV2003_D15_p1_G15,YFV2003,15,D278,YFV2003_D15,2810,7.941295570906532,15250.78,9.632451,115.308105,4.7562428,0.75608003,15250.78,2810,0
P20407_YFV2003_D15_p8_O21,YFV2003,15,D83,YFV2003_D15,5039,8.525161361065415,22985.838,10.042677,148.13268,5.0048366,0.6444519,22985.838,5039,0
P20407_YFV2003_D15_p4_I21,YFV2003,15,D466,YFV2003_D15,4214,8.346404870435956,20386.758,9.922689,145.5593,4.98743,0.71398944,20386.758,4214,0
P20407_YFV2003_D15_p8_E21,YFV2003,15,D25,YFV2003_D15,3496,8.159660737063376,18033.568,9.800046,141.13249,4.9567595,0.78260994,18033.568,3496,0
P20407_YFV2003_D15_p4_C21,YFV2003,15,D57,YFV2003_D15,3386,8.127699852817772,17530.363,9.771747,127.548836,4.856309,0.72758806,17530.363,3386,0
P20407_YFV2003_D15_p8_L21,YFV2003,15,D1197,YFV2003_D15,3409,8.134467570277563,17478.223,9.768768,133.93376,4.904784,0.76628935,17478.223,3409,0
P20407_YFV2003_D15_p8_N21,YFV2003,15,D9,YFV2003_D15,2284,7.734121303328305,12644.3545,9.445045,131.45827,4.8862677,1.0396597,12644.3545,2284,0
P20407_YFV2003_D15_p8_C21,YFV2003,15,D270,YFV2003_D15,5829,8.670772279344538,25261.06,10.137059,140.65332,4.9533825,0.55679893,25261.06,5829,0
P20407_YFV2003_D15_p8_H21,YFV2003,15,D364,YFV2003_D15,2902,7.97349996402463,15515.198,9.64964,168.52155,5.13298,1.0861708,15515.198,2902,0
P20407_YFV2003_D15_p4_P21,YFV2003,15,D769,YFV2003_D15,3363,8.120886021092838,17138.08,9.749117,137.66618,4.9320693,0.8032766,17138.08,3363,0
P20407_YFV2003_D15_p4_L21,YFV2003,15,D106,YFV2003_D15,4216,8.34687925374656,20342.195,9.920502,127.854454,4.8586836,0.62851846,20342.195,4216,0
P20407_YFV2003_D15_p8_A21,YFV2003,15,D1271,YFV2003_D15,4843,8.485496104672983,22373.674,10.015685,138.3758,4.937174,0.618476,22373.674,4843,0
P20407_YFV2003_D15_p4_M21,YFV2003,15,D424,YFV2003_D15,4872,8.491465042843506,22281.525,10.011558,149.96967,5.017079,0.67306733,22281.525,4872,0
